winner,details,url,year,date,location,host,is_person,is_album_or_single
Kaiser Chiefs,British Group,https://www.brits.co.uk/history/the-brits-2006/,2006,2006-02-14,"Earls Court, London",Chris Evans,True,False
Kaiser Chiefs,British Live Act,https://www.brits.co.uk/history/the-brits-2006/,2006,2006-02-14,"Earls Court, London",Chris Evans,True,False
James Blunt,British Male Solo Artist,https://www.brits.co.uk/history/the-brits-2006/,2006,2006-02-14,"Earls Court, London",Chris Evans,True,False
Kaiser Chiefs,British Rock Act,https://www.brits.co.uk/history/the-brits-2006/,2006,2006-02-14,"Earls Court, London",Chris Evans,True,False
Coldplay,British Single,https://www.brits.co.uk/history/the-brits-2006/,2006,2006-02-14,"Earls Court, London",Chris Evans,False,True
Lemar,British Urban Act,https://www.brits.co.uk/history/the-brits-2006/,2006,2006-02-14,"Earls Court, London",Chris Evans,True,False
Green Day,International Album,https://www.brits.co.uk/history/the-brits-2006/,2006,2006-02-14,"Earls Court, London",Chris Evans,False,True
,International Breakthrough Act,https://www.brits.co.uk/history/the-brits-2006/,2006,2006-02-14,"Earls Court, London",Chris Evans,True,False
Jack Johnson,International Breakthrough Artist,https://www.brits.co.uk/history/the-brits-2006/,2006,2006-02-14,"Earls Court, London",Chris Evans,True,False
Madonna,International Female Solo Artist,https://www.brits.co.uk/history/the-brits-2006/,2006,2006-02-14,"Earls Court, London",Chris Evans,True,False
Green Day,International Group,https://www.brits.co.uk/history/the-brits-2006/,2006,2006-02-14,"Earls Court, London",Chris Evans,True,False
Kanye West,International Male Solo Artist,https://www.brits.co.uk/history/the-brits-2006/,2006,2006-02-14,"Earls Court, London",Chris Evans,True,False
Coldplay,MasterCard British Album,https://www.brits.co.uk/history/the-brits-2006/,2006,2006-02-14,"Earls Court, London",Chris Evans,False,True
Paul Weller,Outstanding Contribution,https://www.brits.co.uk/history/the-brits-2006/,2006,2006-02-14,"Earls Court, London",Chris Evans,True,False
,Outstanding Contribution To Music,https://www.brits.co.uk/history/the-brits-2006/,2006,2006-02-14,"Earls Court, London",Chris Evans,True,False
James Blunt,Pop Act,https://www.brits.co.uk/history/the-brits-2006/,2006,2006-02-14,"Earls Court, London",Chris Evans,True,False
JLS,British Breakthrough Act,https://www.brits.co.uk/history/the-brits-2010/,2010,2010-02-16,"Earls Court, London",Peter Kay,True,False
Lily Allen,British Female Solo Artist,https://www.brits.co.uk/history/the-brits-2010/,2010,2010-02-16,"Earls Court, London",Peter Kay,True,False
Kasabian,British Group,https://www.brits.co.uk/history/the-brits-2010/,2010,2010-02-16,"Earls Court, London",Peter Kay,True,False
Dizzee Rascal,British Male Solo Artist,https://www.brits.co.uk/history/the-brits-2010/,2010,2010-02-16,"Earls Court, London",Peter Kay,True,False
Paul Epworth,British Producer,https://www.brits.co.uk/history/the-brits-2010/,2010,2010-02-16,"Earls Court, London",Peter Kay,False,False
JLS,British Single,https://www.brits.co.uk/history/the-brits-2010/,2010,2010-02-16,"Earls Court, London",Peter Kay,False,True
Oasis,BRITs Album of 30 Years,https://www.brits.co.uk/history/the-brits-2010/,2010,2010-02-16,"Earls Court, London",Peter Kay,False,True
Ellie Goulding,Critics' Choice,https://www.brits.co.uk/history/the-brits-2010/,2010,2010-02-16,"Earls Court, London",Peter Kay,False,False
Lady Gaga,International Album,https://www.brits.co.uk/history/the-brits-2010/,2010,2010-02-16,"Earls Court, London",Peter Kay,False,True
Lady Gaga,International Breakthrough Act,https://www.brits.co.uk/history/the-brits-2010/,2010,2010-02-16,"Earls Court, London",Peter Kay,True,False
Lady Gaga,International Female Solo Artist,https://www.brits.co.uk/history/the-brits-2010/,2010,2010-02-16,"Earls Court, London",Peter Kay,True,False
Jay-Z,International Male Solo Artist,https://www.brits.co.uk/history/the-brits-2010/,2010,2010-02-16,"Earls Court, London",Peter Kay,True,False
Florence + The Machine,MasterCard British Album,https://www.brits.co.uk/history/the-brits-2010/,2010,2010-02-16,"Earls Court, London",Peter Kay,False,True
Robbie Williams,Outstanding Contribution Award,https://www.brits.co.uk/history/the-brits-2010/,2010,2010-02-16,"Earls Court, London",Peter Kay,True,False
Spice Girls,The BRITs Hits 30,https://www.brits.co.uk/history/the-brits-2010/,2010,2010-02-16,"Earls Court, London",Peter Kay,False,False
Manic Street Preachers,Best British Album,https://www.brits.co.uk/history/the-brits-1997/,1997,1997-02-24,"Earls Court, London",Ben Elton,False,True
Prodigy,Best British Dance Act,https://www.brits.co.uk/history/the-brits-1997/,1997,1997-02-24,"Earls Court, London",Ben Elton,True,False
Gabrielle,Best British Female,https://www.brits.co.uk/history/the-brits-1997/,1997,1997-02-24,"Earls Court, London",Ben Elton,True,False
Manic Street Preachers,Best British Group,https://www.brits.co.uk/history/the-brits-1997/,1997,1997-02-24,"Earls Court, London",Ben Elton,True,False
George Michael,Best British Male,https://www.brits.co.uk/history/the-brits-1997/,1997,1997-02-24,"Earls Court, London",Ben Elton,True,False
Kula Shaker,Best British Newcomer,https://www.brits.co.uk/history/the-brits-1997/,1997,1997-02-24,"Earls Court, London",Ben Elton,True,False
John Leckie,Best British Producer,https://www.brits.co.uk/history/the-brits-1997/,1997,1997-02-24,"Earls Court, London",Ben Elton,False,False
Spice Girls,Best British Single,https://www.brits.co.uk/history/the-brits-1997/,1997,1997-02-24,"Earls Court, London",Ben Elton,False,True
Spice Girls,Best British Video,https://www.brits.co.uk/history/the-brits-1997/,1997,1997-02-24,"Earls Court, London",Ben Elton,False,False
Sheryl Crow,Best International Female,https://www.brits.co.uk/history/the-brits-1997/,1997,1997-02-24,"Earls Court, London",Ben Elton,True,False
Fugees,Best International Group,https://www.brits.co.uk/history/the-brits-1997/,1997,1997-02-24,"Earls Court, London",Ben Elton,True,False
Beck,Best International Male,https://www.brits.co.uk/history/the-brits-1997/,1997,1997-02-24,"Earls Court, London",Ben Elton,True,False
Robert Miles,Best International Newcomer,https://www.brits.co.uk/history/the-brits-1997/,1997,1997-02-24,"Earls Court, London",Ben Elton,True,False
Trainspotting,Best Soundtrack/Cast Recording,https://www.brits.co.uk/history/the-brits-1997/,1997,1997-02-24,"Earls Court, London",Ben Elton,False,False
Bee Gees,Outstanding Contribution,https://www.brits.co.uk/history/the-brits-1997/,1997,1997-02-24,"Earls Court, London",Ben Elton,True,False
Michael Jackson,Artist Of A Generation,https://www.brits.co.uk/history/the-brits-1996/,1996,1996-02-19,"Earls Court, London",Chris Evans,True,False
Oasis,Best British Album,https://www.brits.co.uk/history/the-brits-1996/,1996,1996-02-19,"Earls Court, London",Chris Evans,False,True
Massive Attack,Best British Dance Act,https://www.brits.co.uk/history/the-brits-1996/,1996,1996-02-19,"Earls Court, London",Chris Evans,True,False
Annie Lennox,Best British Female,https://www.brits.co.uk/history/the-brits-1996/,1996,1996-02-19,"Earls Court, London",Chris Evans,True,False
Oasis,Best British Group,https://www.brits.co.uk/history/the-brits-1996/,1996,1996-02-19,"Earls Court, London",Chris Evans,True,False
Paul Weller,Best British Male,https://www.brits.co.uk/history/the-brits-1996/,1996,1996-02-19,"Earls Court, London",Chris Evans,True,False
Supergrass,Best British Newcomer,https://www.brits.co.uk/history/the-brits-1996/,1996,1996-02-19,"Earls Court, London",Chris Evans,True,False
Brian Eno,Best British Producer,https://www.brits.co.uk/history/the-brits-1996/,1996,1996-02-19,"Earls Court, London",Chris Evans,False,False
Take That,Best British Single,https://www.brits.co.uk/history/the-brits-1996/,1996,1996-02-19,"Earls Court, London",Chris Evans,False,True
Oasis,Best British Video,https://www.brits.co.uk/history/the-brits-1996/,1996,1996-02-19,"Earls Court, London",Chris Evans,False,False
Bjork,Best International Female,https://www.brits.co.uk/history/the-brits-1996/,1996,1996-02-19,"Earls Court, London",Chris Evans,True,False
Bon Jovi,Best International Group,https://www.brits.co.uk/history/the-brits-1996/,1996,1996-02-19,"Earls Court, London",Chris Evans,True,False
Prince,Best International Male,https://www.brits.co.uk/history/the-brits-1996/,1996,1996-02-19,"Earls Court, London",Chris Evans,True,False
Alanis Morrisette,Best International Newcomer,https://www.brits.co.uk/history/the-brits-1996/,1996,1996-02-19,"Earls Court, London",Chris Evans,True,False
Batman Forever,Best Soundtrack/Cast Recording,https://www.brits.co.uk/history/the-brits-1996/,1996,1996-02-19,"Earls Court, London",Chris Evans,False,False
,Freddie Mercury,https://www.brits.co.uk/history/the-brits-1996/,1996,1996-02-19,"Earls Court, London",Chris Evans,False,False
David Bowie,Outstanding Contribution,https://www.brits.co.uk/history/the-brits-1996/,1996,1996-02-19,"Earls Court, London",Chris Evans,True,False
The Help Album For The Charity War Child,The Freddie Mercury Award,https://www.brits.co.uk/history/the-brits-1996/,1996,1996-02-19,"Earls Court, London",Chris Evans,False,False
Tinie Tempah,British Breakthrough Act,https://www.brits.co.uk/history/the-brits-2011/,2011,2011-02-15,O2 Arena London,James Corden,True,False
Laura Marling,British Female Solo Artist,https://www.brits.co.uk/history/the-brits-2011/,2011,2011-02-15,O2 Arena London,James Corden,True,False
Take That,British Group,https://www.brits.co.uk/history/the-brits-2011/,2011,2011-02-15,O2 Arena London,James Corden,True,False
Plan B,British Male Solo Artist,https://www.brits.co.uk/history/the-brits-2011/,2011,2011-02-15,O2 Arena London,James Corden,True,False
Markus Dravs,British Producer,https://www.brits.co.uk/history/the-brits-2011/,2011,2011-02-15,O2 Arena London,James Corden,False,False
Tinie Tempah,British Single,https://www.brits.co.uk/history/the-brits-2011/,2011,2011-02-15,O2 Arena London,James Corden,False,True
Jessie J,Critics’ Choice,https://www.brits.co.uk/history/the-brits-2011/,2011,2011-02-15,O2 Arena London,James Corden,False,False
Arcade Fire,International Album,https://www.brits.co.uk/history/the-brits-2011/,2011,2011-02-15,O2 Arena London,James Corden,False,True
Justin Bieber,International Breakthrough Act,https://www.brits.co.uk/history/the-brits-2011/,2011,2011-02-15,O2 Arena London,James Corden,True,False
Rihanna,International Female Solo Artist,https://www.brits.co.uk/history/the-brits-2011/,2011,2011-02-15,O2 Arena London,James Corden,True,False
Arcade Fire,International Group,https://www.brits.co.uk/history/the-brits-2011/,2011,2011-02-15,O2 Arena London,James Corden,True,False
Cee Lo Green,International Male Solo Artist,https://www.brits.co.uk/history/the-brits-2011/,2011,2011-02-15,O2 Arena London,James Corden,True,False
Mumford & Sons,MasterCard British Album of the Year,https://www.brits.co.uk/history/the-brits-2011/,2011,2011-02-15,O2 Arena London,James Corden,False,True
The Fratellis,British Breakthrough Act,https://www.brits.co.uk/history/the-brits-2007/,2007,2007-02-15,"Earls Court, London",Russell Brand,True,False
Amy Winehouse,British Female Solo Artist,https://www.brits.co.uk/history/the-brits-2007/,2007,2007-02-15,"Earls Court, London",Russell Brand,True,False
Arctic Monkeys,British Group,https://www.brits.co.uk/history/the-brits-2007/,2007,2007-02-15,"Earls Court, London",Russell Brand,True,False
Muse,British Live Act,https://www.brits.co.uk/history/the-brits-2007/,2007,2007-02-15,"Earls Court, London",Russell Brand,True,False
James Morrison,British Male Solo Artist,https://www.brits.co.uk/history/the-brits-2007/,2007,2007-02-15,"Earls Court, London",Russell Brand,True,False
Take That,British Single,https://www.brits.co.uk/history/the-brits-2007/,2007,2007-02-15,"Earls Court, London",Russell Brand,False,True
The Killers,International Album,https://www.brits.co.uk/history/the-brits-2007/,2007,2007-02-15,"Earls Court, London",Russell Brand,False,True
Orson,International Breakthrough Act,https://www.brits.co.uk/history/the-brits-2007/,2007,2007-02-15,"Earls Court, London",Russell Brand,True,False
Nelly Furtado,International Female Solo Artist,https://www.brits.co.uk/history/the-brits-2007/,2007,2007-02-15,"Earls Court, London",Russell Brand,True,False
The Killers,International Group,https://www.brits.co.uk/history/the-brits-2007/,2007,2007-02-15,"Earls Court, London",Russell Brand,True,False
Justin Timberlake,International Male Solo Artist,https://www.brits.co.uk/history/the-brits-2007/,2007,2007-02-15,"Earls Court, London",Russell Brand,True,False
Arctic Monkeys,MasterCard British Album,https://www.brits.co.uk/history/the-brits-2007/,2007,2007-02-15,"Earls Court, London",Russell Brand,False,True
Oasis,Outstanding Contribution,https://www.brits.co.uk/history/the-brits-2007/,2007,2007-02-15,"Earls Court, London",Russell Brand,True,False
,Outstanding Contribution To Music,https://www.brits.co.uk/history/the-brits-2007/,2007,2007-02-15,"Earls Court, London",Russell Brand,True,False
Foals,Best Group,https://www.brits.co.uk/history/the-brits-2020/,2020,2020-02-18,The O2,Jack Whitehall,True,False
Lewis Capaldi,Best New Artist,https://www.brits.co.uk/history/the-brits-2020/,2020,2020-02-18,The O2,Jack Whitehall,True,False
Mabel,Female Solo Artist,https://www.brits.co.uk/history/the-brits-2020/,2020,2020-02-18,The O2,Jack Whitehall,True,False
Billie Eilish,International Female Solo Artist,https://www.brits.co.uk/history/the-brits-2020/,2020,2020-02-18,The O2,Jack Whitehall,True,False
"Tyler, the Creator",International Male Solo Artist,https://www.brits.co.uk/history/the-brits-2020/,2020,2020-02-18,The O2,Jack Whitehall,True,False
Stormzy,Male Solo Artist,https://www.brits.co.uk/history/the-brits-2020/,2020,2020-02-18,The O2,Jack Whitehall,True,False
Dave - 'Psychodrama',Mastercard Album Of The Year,https://www.brits.co.uk/history/the-brits-2020/,2020,2020-02-18,The O2,Jack Whitehall,False,True
Lewis Capaldi - 'Someone You Loved',Song of the Year,https://www.brits.co.uk/history/the-brits-2020/,2020,2020-02-18,The O2,Jack Whitehall,False,False
Travis,Best British Album,https://www.brits.co.uk/history/the-brits-2000/,2000,2000-03-03,"Earls Court 2, London",Davina McCall,False,True
Chemical Brothers,Best British Dance Act,https://www.brits.co.uk/history/the-brits-2000/,2000,2000-03-03,"Earls Court 2, London",Davina McCall,True,False
Beth Orton,Best British Female,https://www.brits.co.uk/history/the-brits-2000/,2000,2000-03-03,"Earls Court 2, London",Davina McCall,True,False
Travis,Best British Group,https://www.brits.co.uk/history/the-brits-2000/,2000,2000-03-03,"Earls Court 2, London",Davina McCall,True,False
Tom Jones,Best British Male,https://www.brits.co.uk/history/the-brits-2000/,2000,2000-03-03,"Earls Court 2, London",Davina McCall,True,False
S Club 7,Best British Newcomer,https://www.brits.co.uk/history/the-brits-2000/,2000,2000-03-03,"Earls Court 2, London",Davina McCall,True,False
Five,Best British Pop Act,https://www.brits.co.uk/history/the-brits-2000/,2000,2000-03-03,"Earls Court 2, London",Davina McCall,True,False
Robbie Williams,Best British Single,https://www.brits.co.uk/history/the-brits-2000/,2000,2000-03-03,"Earls Court 2, London",Davina McCall,False,True
Robbie Williams,Best British Video,https://www.brits.co.uk/history/the-brits-2000/,2000,2000-03-03,"Earls Court 2, London",Davina McCall,False,False
Macy Gray,Best International Female,https://www.brits.co.uk/history/the-brits-2000/,2000,2000-03-03,"Earls Court 2, London",Davina McCall,True,False
TLC,Best International Group,https://www.brits.co.uk/history/the-brits-2000/,2000,2000-03-03,"Earls Court 2, London",Davina McCall,True,False
Beck,Best International Male,https://www.brits.co.uk/history/the-brits-2000/,2000,2000-03-03,"Earls Court 2, London",Davina McCall,True,False
Macy Gray,Best International Newcomer,https://www.brits.co.uk/history/the-brits-2000/,2000,2000-03-03,"Earls Court 2, London",Davina McCall,True,False
Steps,Best Live Act,https://www.brits.co.uk/history/the-brits-2000/,2000,2000-03-03,"Earls Court 2, London",Davina McCall,True,False
,Best Selling British Live Act,https://www.brits.co.uk/history/the-brits-2000/,2000,2000-03-03,"Earls Court 2, London",Davina McCall,True,False
Notting Hill,Best Soundtrack/Cast Recording,https://www.brits.co.uk/history/the-brits-2000/,2000,2000-03-03,"Earls Court 2, London",Davina McCall,False,False
,MasterCard British Album,https://www.brits.co.uk/history/the-brits-2000/,2000,2000-03-03,"Earls Court 2, London",Davina McCall,False,True
Spice Girls,Outstanding Contribution,https://www.brits.co.uk/history/the-brits-2000/,2000,2000-03-03,"Earls Court 2, London",Davina McCall,True,False
,Pre Best British Newcomer,https://www.brits.co.uk/history/the-brits-2000/,2000,2000-03-03,"Earls Court 2, London",Davina McCall,True,False
One Direction - 'Drag Me Down',British Artist Video,https://www.brits.co.uk/history/the-brits-2016/,2016,2016-02-25,The O2,Ant & Dec,True,False
Catfish and the Bottlemen,British Breakthrough Act,https://www.brits.co.uk/history/the-brits-2016/,2016,2016-02-25,The O2,Ant & Dec,True,False
Adele,British Female Solo Artist,https://www.brits.co.uk/history/the-brits-2016/,2016,2016-02-25,The O2,Ant & Dec,True,False
Coldplay,British Group,https://www.brits.co.uk/history/the-brits-2016/,2016,2016-02-25,The O2,Ant & Dec,True,False
James Bay,British Male Solo Artist,https://www.brits.co.uk/history/the-brits-2016/,2016,2016-02-25,The O2,Ant & Dec,True,False
Charlie Andrew,British Producer of the Year,https://www.brits.co.uk/history/the-brits-2016/,2016,2016-02-25,The O2,Ant & Dec,False,False
Adele - 'Hello',British Single,https://www.brits.co.uk/history/the-brits-2016/,2016,2016-02-25,The O2,Ant & Dec,False,True
Jack Garratt,Critics' Choice,https://www.brits.co.uk/history/the-brits-2016/,2016,2016-02-25,The O2,Ant & Dec,False,False
Adele,Global Success,https://www.brits.co.uk/history/the-brits-2016/,2016,2016-02-25,The O2,Ant & Dec,False,False
Björk,International Female Solo Artist,https://www.brits.co.uk/history/the-brits-2016/,2016,2016-02-25,The O2,Ant & Dec,True,False
Tame Impala,International Group,https://www.brits.co.uk/history/the-brits-2016/,2016,2016-02-25,The O2,Ant & Dec,True,False
Justin Bieber,International Male Solo Artist,https://www.brits.co.uk/history/the-brits-2016/,2016,2016-02-25,The O2,Ant & Dec,True,False
Adele - 25,MasterCard British Album of the Year,https://www.brits.co.uk/history/the-brits-2016/,2016,2016-02-25,The O2,Ant & Dec,False,True
George Michael,Best British Album,https://www.brits.co.uk/history/the-brits-1991/,1991,1991-10-02,"Dominion Theatre, London",Simon Bates (voice over),False,True
Lisa Stansfield,Best British Female,https://www.brits.co.uk/history/the-brits-1991/,1991,1991-10-02,"Dominion Theatre, London",Simon Bates (voice over),True,False
The Cure,Best British Group,https://www.brits.co.uk/history/the-brits-1991/,1991,1991-10-02,"Dominion Theatre, London",Simon Bates (voice over),True,False
Elton John,Best British Male,https://www.brits.co.uk/history/the-brits-1991/,1991,1991-10-02,"Dominion Theatre, London",Simon Bates (voice over),True,False
Betty Boo,Best British Newcomer,https://www.brits.co.uk/history/the-brits-1991/,1991,1991-10-02,"Dominion Theatre, London",Simon Bates (voice over),True,False
Chris Thomas,Best British Producer,https://www.brits.co.uk/history/the-brits-1991/,1991,1991-10-02,"Dominion Theatre, London",Simon Bates (voice over),False,False
Depeche Mode,Best British Single,https://www.brits.co.uk/history/the-brits-1991/,1991,1991-10-02,"Dominion Theatre, London",Simon Bates (voice over),False,True
The Beautiful South,Best British Video,https://www.brits.co.uk/history/the-brits-1991/,1991,1991-10-02,"Dominion Theatre, London",Simon Bates (voice over),False,False
Sir George Solti,Best Classical Recording,https://www.brits.co.uk/history/the-brits-1991/,1991,1991-10-02,"Dominion Theatre, London",Simon Bates (voice over),False,False
Sinead O'Connor,Best International Female,https://www.brits.co.uk/history/the-brits-1991/,1991,1991-10-02,"Dominion Theatre, London",Simon Bates (voice over),True,False
INXS,Best International Group,https://www.brits.co.uk/history/the-brits-1991/,1991,1991-10-02,"Dominion Theatre, London",Simon Bates (voice over),True,False
Michael Hutchence,Best International Male,https://www.brits.co.uk/history/the-brits-1991/,1991,1991-10-02,"Dominion Theatre, London",Simon Bates (voice over),True,False
MC Hammer,Best International Newcomer,https://www.brits.co.uk/history/the-brits-1991/,1991,1991-10-02,"Dominion Theatre, London",Simon Bates (voice over),True,False
Twin Peaks,Best Soundtrack/Cast Recording,https://www.brits.co.uk/history/the-brits-1991/,1991,1991-10-02,"Dominion Theatre, London",Simon Bates (voice over),False,False
Status Quo,Outstanding Contribution,https://www.brits.co.uk/history/the-brits-1991/,1991,1991-10-02,"Dominion Theatre, London",Simon Bates (voice over),True,False
Dire Straits,Best British Album,https://www.brits.co.uk/history/the-brits-1987/,1987,1987-09-02,"Grosvenor House Hotel, London",Jonathan King,False,True
Kate Bush,Best British Female,https://www.brits.co.uk/history/the-brits-1987/,1987,1987-09-02,"Grosvenor House Hotel, London",Jonathan King,True,False
Five Star,Best British Group,https://www.brits.co.uk/history/the-brits-1987/,1987,1987-09-02,"Grosvenor House Hotel, London",Jonathan King,True,False
Peter Gabriel,Best British Male,https://www.brits.co.uk/history/the-brits-1987/,1987,1987-09-02,"Grosvenor House Hotel, London",Jonathan King,True,False
The Housemartins,Best British Newcomer,https://www.brits.co.uk/history/the-brits-1987/,1987,1987-09-02,"Grosvenor House Hotel, London",Jonathan King,True,False
Dave Stewart,Best British Producer,https://www.brits.co.uk/history/the-brits-1987/,1987,1987-09-02,"Grosvenor House Hotel, London",Jonathan King,False,False
Pet Shop Boys,Best British Single,https://www.brits.co.uk/history/the-brits-1987/,1987,1987-09-02,"Grosvenor House Hotel, London",Jonathan King,False,True
Peter Gabriel,Best British Video,https://www.brits.co.uk/history/the-brits-1987/,1987,1987-09-02,"Grosvenor House Hotel, London",Jonathan King,False,False
Julian Lloyd Webber,Best Classical Recording,https://www.brits.co.uk/history/the-brits-1987/,1987,1987-09-02,"Grosvenor House Hotel, London",Jonathan King,False,False
The Bangles,Best International Group,https://www.brits.co.uk/history/the-brits-1987/,1987,1987-09-02,"Grosvenor House Hotel, London",Jonathan King,True,False
Paul Simon,Best International Solo Artist,https://www.brits.co.uk/history/the-brits-1987/,1987,1987-09-02,"Grosvenor House Hotel, London",Jonathan King,True,False
Top Gun,Best Soundtrack/Cast Recording,https://www.brits.co.uk/history/the-brits-1987/,1987,1987-09-02,"Grosvenor House Hotel, London",Jonathan King,False,False
Eric Clapton,Outstanding Contribution,https://www.brits.co.uk/history/the-brits-1987/,1987,1987-09-02,"Grosvenor House Hotel, London",Jonathan King,True,False
Phil Collins,Best British Album,https://www.brits.co.uk/history/the-brits-1986/,1986,1986-10-02,"Grosvenor House Hotel, London",Noel Edmonds,False,True
Annie Lennox,Best British Female,https://www.brits.co.uk/history/the-brits-1986/,1986,1986-10-02,"Grosvenor House Hotel, London",Noel Edmonds,True,False
Dire Straits,Best British Group,https://www.brits.co.uk/history/the-brits-1986/,1986,1986-10-02,"Grosvenor House Hotel, London",Noel Edmonds,True,False
Phil Collins,Best British Male,https://www.brits.co.uk/history/the-brits-1986/,1986,1986-10-02,"Grosvenor House Hotel, London",Noel Edmonds,True,False
Go West,Best British Newcomer,https://www.brits.co.uk/history/the-brits-1986/,1986,1986-10-02,"Grosvenor House Hotel, London",Noel Edmonds,True,False
Dave Stewart,Best British Producer,https://www.brits.co.uk/history/the-brits-1986/,1986,1986-10-02,"Grosvenor House Hotel, London",Noel Edmonds,False,False
Tears For Fears,Best British Single,https://www.brits.co.uk/history/the-brits-1986/,1986,1986-10-02,"Grosvenor House Hotel, London",Noel Edmonds,False,True
Paul Young,Best British Video,https://www.brits.co.uk/history/the-brits-1986/,1986,1986-10-02,"Grosvenor House Hotel, London",Noel Edmonds,False,False
Vernon Handley,Best Classical Recording,https://www.brits.co.uk/history/the-brits-1986/,1986,1986-10-02,"Grosvenor House Hotel, London",Noel Edmonds,False,False
Huey Lewis & The News,Best International Group,https://www.brits.co.uk/history/the-brits-1986/,1986,1986-10-02,"Grosvenor House Hotel, London",Noel Edmonds,True,False
Bruce Springsteen,Best International Solo Artist,https://www.brits.co.uk/history/the-brits-1986/,1986,1986-10-02,"Grosvenor House Hotel, London",Noel Edmonds,True,False
Elton John,Outstanding Contribution,https://www.brits.co.uk/history/the-brits-1986/,1986,1986-10-02,"Grosvenor House Hotel, London",Noel Edmonds,True,False
Bob Geldof,Special Award,https://www.brits.co.uk/history/the-brits-1986/,1986,1986-10-02,"Grosvenor House Hotel, London",Noel Edmonds,False,False
Fine Young Cannibals,Best British Album,https://www.brits.co.uk/history/the-brits-1990/,1990,1990-02-18,"Dominion Theatre, London",Cathy McGowan,False,True
Annie Lennox,Best British Female,https://www.brits.co.uk/history/the-brits-1990/,1990,1990-02-18,"Dominion Theatre, London",Cathy McGowan,True,False
Fine Young Cannibals,Best British Group,https://www.brits.co.uk/history/the-brits-1990/,1990,1990-02-18,"Dominion Theatre, London",Cathy McGowan,True,False
Phil Collins,Best British Male,https://www.brits.co.uk/history/the-brits-1990/,1990,1990-02-18,"Dominion Theatre, London",Cathy McGowan,True,False
Lisa Stansfield,Best British Newcomer,https://www.brits.co.uk/history/the-brits-1990/,1990,1990-02-18,"Dominion Theatre, London",Cathy McGowan,True,False
Dave Stewart,Best British Producer,https://www.brits.co.uk/history/the-brits-1990/,1990,1990-02-18,"Dominion Theatre, London",Cathy McGowan,False,False
Phil Collins,Best British Single,https://www.brits.co.uk/history/the-brits-1990/,1990,1990-02-18,"Dominion Theatre, London",Cathy McGowan,False,True
The Cure,Best British Video,https://www.brits.co.uk/history/the-brits-1990/,1990,1990-02-18,"Dominion Theatre, London",Cathy McGowan,False,False
Simon Rattle,Best Classical Recording,https://www.brits.co.uk/history/the-brits-1990/,1990,1990-02-18,"Dominion Theatre, London",Cathy McGowan,False,False
,Best International Artist,https://www.brits.co.uk/history/the-brits-1990/,1990,1990-02-18,"Dominion Theatre, London",Cathy McGowan,True,False
U2,Best International Group,https://www.brits.co.uk/history/the-brits-1990/,1990,1990-02-18,"Dominion Theatre, London",Cathy McGowan,True,False
Neneh Cherry,Best International Newcomer,https://www.brits.co.uk/history/the-brits-1990/,1990,1990-02-18,"Dominion Theatre, London",Cathy McGowan,True,False
Neneh Cherry,Best International Solo Artist,https://www.brits.co.uk/history/the-brits-1990/,1990,1990-02-18,"Dominion Theatre, London",Cathy McGowan,True,False
,Best Music Video,https://www.brits.co.uk/history/the-brits-1990/,1990,1990-02-18,"Dominion Theatre, London",Cathy McGowan,False,False
Batman,Best Soundtrack/Cast Recording,https://www.brits.co.uk/history/the-brits-1990/,1990,1990-02-18,"Dominion Theatre, London",Cathy McGowan,False,False
Queen,Outstanding Contribution,https://www.brits.co.uk/history/the-brits-1990/,1990,1990-02-18,"Dominion Theatre, London",Cathy McGowan,True,False
One Direction - 'History',British Artist Video,https://www.brits.co.uk/history/the-brits-2017/,2017,2017-02-22,The O2,Dermot O'Leary and Emma Willis,True,False
Rag'N'Bone Man,British Breakthrough Act,https://www.brits.co.uk/history/the-brits-2017/,2017,2017-02-22,The O2,Dermot O'Leary and Emma Willis,True,False
Emeli Sandé,British Female Solo Artist,https://www.brits.co.uk/history/the-brits-2017/,2017,2017-02-22,The O2,Dermot O'Leary and Emma Willis,True,False
The 1975,British Group,https://www.brits.co.uk/history/the-brits-2017/,2017,2017-02-22,The O2,Dermot O'Leary and Emma Willis,True,False
David Bowie,British Male Solo Artist,https://www.brits.co.uk/history/the-brits-2017/,2017,2017-02-22,The O2,Dermot O'Leary and Emma Willis,True,False
Little Mix - 'Shout Out To My Ex',British Single,https://www.brits.co.uk/history/the-brits-2017/,2017,2017-02-22,The O2,Dermot O'Leary and Emma Willis,False,True
Adele,BRITs Global Success Award,https://www.brits.co.uk/history/the-brits-2017/,2017,2017-02-22,The O2,Dermot O'Leary and Emma Willis,False,False
Beyoncé,International Female Solo Artist,https://www.brits.co.uk/history/the-brits-2017/,2017,2017-02-22,The O2,Dermot O'Leary and Emma Willis,True,False
A Tribe Called Quest,International Group,https://www.brits.co.uk/history/the-brits-2017/,2017,2017-02-22,The O2,Dermot O'Leary and Emma Willis,True,False
Drake,International Male Solo Artist,https://www.brits.co.uk/history/the-brits-2017/,2017,2017-02-22,The O2,Dermot O'Leary and Emma Willis,True,False
Davie Bowie - Blackstar,Mastercard British Album of the Year,https://www.brits.co.uk/history/the-brits-2017/,2017,2017-02-22,The O2,Dermot O'Leary and Emma Willis,False,True
Coldplay,Best British Album,https://www.brits.co.uk/history/the-brits-2001/,2001,2001-02-26,"Earls Court 2, London",Ant & Dec,False,True
