year,edition,award,nomination_actor,nomination_country,nomination_character_name,nomination_citation,nomination_producers,nomination_description,film_title,is_winner,acceptance_speech_text,acceptance_speech_url
1979,52,Short Film (Animated),"Paul Fierlinger, Producer",,,,,,It's So Nice to Have a Wolf around the House,False,,
1979,52,Short Film (Live Action),"Sarah Pillsbury and Ron Ellis, Producers",,,,,,Board and Care,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=052-18&amp;qn=AAspeeches
1979,52,Short Film (Live Action),"Roman Kroitor and Stefan Wodoslawsky, Producers",,,,,,Bravery in the Field,False,,
1979,52,Short Film (Live Action),"Carol Lowell and Ross Lowell, Producers",,,,,,"Oh Brother, My Brother",False,,
1979,52,Short Film (Live Action),"Saul Bass and Michael Britton, Producers",,,,,,The Solar Film,False,,
1979,52,Short Film (Live Action),"Harry Mathias, Jay Zukerman and Larry Hankin, Producers",,,,,,Solly's Diner,False,,
1979,52,Sound,"Walter Murch, Mark Berger, Richard Beggs, Nat Boxer",,,,,,Apocalypse Now,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=052-19&amp;qn=AAspeeches
1979,52,Sound,"Arthur Piantadosi, Les Fresholtz, Michael Minkler, Al Overton",,,,,,The Electric Horseman,False,,
1979,52,Sound,"William McCaughey, Aaron Rochin, Michael J. Kohut, Jack Solomon",,,,,,Meteor,False,,
1979,52,Sound,"Robert Knudson, Robert J. Glass, Don MacDougall, Gene S. Cantamessa",,,,,,1941,False,,
1979,52,Sound,"Theodore Soderberg, Douglas Williams, Paul Wells, Jim Webb",,,,,,The Rose,False,,
1979,52,Special Achievement Award (Sound Editing),Alan Splet,,,,,,The Black Stallion,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=052-23&amp;qn=AAspeeches
1979,52,Visual Effects,"H.R. Giger, Carlo Rambaldi, Brian Johnson, Nick Allder, Denys Ayling",,,,,,Alien,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=052-20&amp;qn=AAspeeches
1979,52,Visual Effects,"Peter Ellenshaw, Art Cruickshank, Eustace Lycett, Danny Lee, Harrison Ellenshaw, Joe Hale",,,,,,The Black Hole,False,,
1979,52,Visual Effects,"Derek Meddings, Paul Wilson, John Evans",,,,,,Moonraker,False,,
1979,52,Visual Effects,"William A. Fraker, A. D. Flowers, Gregory Jein",,,,,,1941,False,,
1979,52,Visual Effects,"Douglas Trumbull, John Dykstra, Richard Yuricich, Robert Swarthe, Dave Stewart, Grant McCune",,,,,,Star Trek - The Motion Picture,False,,
1979,52,Writing (Screenplay Based On Material From Another Medium),"John Milius, Francis Coppola",,,,,,Apocalypse Now,False,,
1979,52,Writing (Screenplay Based On Material From Another Medium),Robert Benton,,,,,,Kramer vs. Kramer,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=052-21&amp;qn=AAspeeches
1979,52,Writing (Screenplay Based On Material From Another Medium),"Francis Veber, Edouard Molinaro, Marcello Danon, Jean Poiret",,,,,,La Cage aux Folles,False,,
1979,52,Writing (Screenplay Based On Material From Another Medium),Allan Burns,,,,,,A Little Romance,False,,
1979,52,Writing (Screenplay Based On Material From Another Medium),"Irving Ravetch, Harriet Frank, Jr.",,,,,,Norma Rae,False,,
1979,52,Writing (Screenplay Written Directly For The Screen),"Robert Alan Aurthur, Bob Fosse",,,,,,All That Jazz,False,,
1979,52,Writing (Screenplay Written Directly For The Screen),"Valerie Curtin, Barry Levinson",,,,,,...And Justice for All,False,,
1979,52,Writing (Screenplay Written Directly For The Screen),Steve Tesich,,,,,,Breaking Away,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=052-22&amp;qn=AAspeeches
1979,52,Writing (Screenplay Written Directly For The Screen),"Mike Gray, T.S. Cook, James Bridges",,,,,,The China Syndrome,False,,
1979,52,Writing (Screenplay Written Directly For The Screen),"Woody Allen, Marshall Brickman",,,,,,Manhattan,False,,
1978,51,Actor In A Leading Role,Warren Beatty,,"Joe Pendleton (alias, Leo Farnsworth, Tom Jarrett)",,,,Heaven Can Wait,False,,
1978,51,Actor In A Leading Role,Gary Busey,,Buddy Holly,,,,The Buddy Holly Story,False,,
1978,51,Actor In A Leading Role,Robert De Niro,,Michael,,,,The Deer Hunter,False,,
1978,51,Actor In A Leading Role,Laurence Olivier,,Ezra Lieberman,,,,The Boys from Brazil,False,,
1978,51,Actor In A Leading Role,Jon Voight,,Luke Martin,,,,Coming Home,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=051-1&amp;qn=AAspeeches
1978,51,Actor In A Supporting Role,Bruce Dern,,Captain Bob Hyde,,,,Coming Home,False,,
1978,51,Actor In A Supporting Role,Richard Farnsworth,,Dodger,,,,Comes a Horseman,False,,
1978,51,Actor In A Supporting Role,John Hurt,,Max,,,,Midnight Express,False,,
1978,51,Actor In A Supporting Role,Christopher Walken,,Nick,,,,The Deer Hunter,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=051-2&amp;qn=AAspeeches
1978,51,Actor In A Supporting Role,Jack Warden,,Max Corkle,,,,Heaven Can Wait,False,,
1978,51,Actress In A Leading Role,Ingrid Bergman,,Charlotte Andergast,,,,Autumn Sonata,False,,
1978,51,Actress In A Leading Role,Ellen Burstyn,,Doris,,,,"Same Time, Next Year",False,,
1978,51,Actress In A Leading Role,Jill Clayburgh,,Erica,,,,An Unmarried Woman,False,,
1978,51,Actress In A Leading Role,Jane Fonda,,Sally Hyde,,,,Coming Home,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=051-3&amp;qn=AAspeeches
1978,51,Actress In A Leading Role,Geraldine Page,,Eve,,,,Interiors,False,,
1978,51,Actress In A Supporting Role,Dyan Cannon,,Julia Farnsworth,,,,Heaven Can Wait,False,,
1978,51,Actress In A Supporting Role,Penelope Milford,,Viola Munson,,,,Coming Home,False,,
1978,51,Actress In A Supporting Role,Maggie Smith,,Diana Barrie,,,,California Suite,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=051-4&amp;qn=AAspeeches
1978,51,Actress In A Supporting Role,Maureen Stapleton,,Pearl,,,,Interiors,False,,
1978,51,Actress In A Supporting Role,Meryl Streep,,Linda,,,,The Deer Hunter,False,,
1978,51,Art Direction,"Art Direction:  Dean Tavoularis, Angelo Graham;  Set Decoration:  George R. Nelson, Bruce Kay",,,,,,The Brink's Job,False,,
1978,51,Art Direction,Art Direction:  Albert Brenner;  Set Decoration:  Marvin March,,,,,,California Suite,False,,
1978,51,Art Direction,"Art Direction:  Paul Sylbert, Edwin O'Donovan;  Set Decoration:  George Gaines",,,,,,Heaven Can Wait,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=051-5&amp;qn=AAspeeches
1978,51,Art Direction,Art Direction:  Mel Bourne;  Set Decoration:  Daniel Robert,,,,,,Interiors,False,,
1978,51,Art Direction,"Art Direction:  Tony Walton, Philip Rosenberg;  Set Decoration:  Edward Stewart, Robert Drumheller",,,,,,The Wiz,False,,
1978,51,Best Picture,"Jerome Hellman, Producer",,,,,,Coming Home,False,,
1978,51,Best Picture,"Barry Spikings, Michael Deeley, Michael Cimino and John Peverall, Producers",,,,,,The Deer Hunter,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=051-16&amp;qn=AAspeeches
1978,51,Best Picture,"Warren Beatty, Producer",,,,,,Heaven Can Wait,False,,
1978,51,Best Picture,"Alan Marshall and David Puttnam, Producers",,,,,,Midnight Express,False,,
1978,51,Best Picture,"Paul Mazursky and Tony Ray, Producers",,,,,,An Unmarried Woman,False,,
1978,51,Cinematography,Nestor Almendros,,,,,,Days of Heaven,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=051-6&amp;qn=AAspeeches
1978,51,Cinematography,Vilmos Zsigmond,,,,,,The Deer Hunter,False,,
1978,51,Cinematography,William A. Fraker,,,,,,Heaven Can Wait,False,,
1978,51,Cinematography,Robert Surtees,,,,,,"Same Time, Next Year",False,,
1978,51,Cinematography,Oswald Morris,,,,,,The Wiz,False,,
1978,51,Costume Design,Renie Conley,,,,,,Caravans,False,,
1978,51,Costume Design,Patricia Norris,,,,,,Days of Heaven,False,,
1978,51,Costume Design,Anthony Powell,,,,,,Death on the Nile,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=051-7&amp;qn=AAspeeches
1978,51,Costume Design,Paul Zastupnevich,,,,,,The Swarm,False,,
1978,51,Costume Design,Tony Walton,,,,,,The Wiz,False,,
1978,51,Directing,Hal Ashby,,,,,,Coming Home,False,,
1978,51,Directing,Michael Cimino,,,,,,The Deer Hunter,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=051-8&amp;qn=AAspeeches
1978,51,Directing,"Warren Beatty, Buck Henry",,,,,,Heaven Can Wait,False,,
1978,51,Directing,Woody Allen,,,,,,Interiors,False,,
1978,51,Directing,Alan Parker,,,,,,Midnight Express,False,,
1978,51,Documentary (Feature),"Albert Lamorisse, Producer",,,,,,The Lovers' Wind,False,,
1978,51,Documentary (Feature),"Alan Root, Producer",,,,,,Mysterious Castles of Clay,False,,
1978,51,Documentary (Feature),"Jean-Pierre Dutilleux, Barry Williams and Michel Gast, Producers",,,,,,Raoni,False,,
1978,51,Documentary (Feature),"Arnold Shapiro, Producer",,,,,,Scared Straight!,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=051-9&amp;qn=AAspeeches
1978,51,Documentary (Feature),"Anne Bohlen, Lyn Goldfarb and Lorraine Gray, Producers",,,,,,With Babies and Banners: Story of the Women's Emergency Brigade,False,,
1978,51,Documentary (Short Subject),"Jerry Aronson, Producer",,,,,,The Divided Trail: A Native American Odyssey,False,,
1978,51,Documentary (Short Subject),"K.K. Kapil, Producer",,,,,,An Encounter with Faces,False,,
1978,51,Documentary (Short Subject),"Jacqueline Phillips Shedd and Ben Shedd, Producers",,,,,,The Flight of the Gossamer Condor,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=051-10&amp;qn=AAspeeches
1978,51,Documentary (Short Subject),"August Cinquegrana, Producer",,,,,,Goodnight Miss Ann,False,,
1978,51,Documentary (Short Subject),"J. Gary Mitchell, Producer",,,,,,Squires of San Quentin,False,,
1978,51,Film Editing,Robert E. Swink,,,,,,The Boys from Brazil,False,,
1978,51,Film Editing,Don Zimmerman,,,,,,Coming Home,False,,
1978,51,Film Editing,Peter Zinner,,,,,,The Deer Hunter,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=051-11&amp;qn=AAspeeches
1978,51,Film Editing,Gerry Hambling,,,,,,Midnight Express,False,,
1978,51,Film Editing,Stuart Baird,,,,,,Superman,False,,
1978,51,Foreign Language Film,France,,,,,,Get Out Your Handkerchiefs,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=051-12&amp;qn=AAspeeches
1978,51,Foreign Language Film,German Federal Republic,,,,,,The Glass Cell,False,,
1978,51,Foreign Language Film,Hungary,,,,,,Hungarians,False,,
1978,51,Foreign Language Film,Italy,,,,,,Viva Italia!,False,,
1978,51,Foreign Language Film,Union of Soviet Socialist Republics,,,,,,White Bim Black Ear,False,,
1978,51,Honorary Award,,,,To Walter Lantz for bringing joy and laughter to every part of the world through his unique animated motion pictures.,,,,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=051-24&amp;qn=AAspeeches
1978,51,Honorary Award,,,,To The Museum of Modern Art Department of Film for the contribution it has made to the public's perception of movies as an art form.,,,,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=051-25&amp;qn=AAspeeches
1978,51,Honorary Award,,,,"To Laurence Olivier for the full body of his work, for the unique achievements of his entire career and his lifetime of contribution to the art of film.",,,,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=051-26&amp;qn=AAspeeches
1978,51,Honorary Award,,,,To King Vidor for his incomparable achievements as a cinematic creator and innovator.,,,,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=051-27&amp;qn=AAspeeches
1978,51,Jean Hersholt Humanitarian Award,Leo Jaffe,,,,,,,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=051-23&amp;qn=AAspeeches
1978,51,Medal Of Commendation,,,,To Linwood G. Dunn in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences.,,,,True,,
1978,51,Medal Of Commendation,,,,To Loren L. Ryder in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences.,,,,True,,
1978,51,Medal Of Commendation,,,,To Waldon O. Watson in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences.,,,,True,,
1978,51,Music (Adaptation Score),,,,,Joe Renzetti,,The Buddy Holly Story,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=051-13&amp;qn=AAspeeches
1978,51,Music (Adaptation Score),,,,,Jerry Wexler,,Pretty Baby,False,,
1978,51,Music (Adaptation Score),,,,,Quincy Jones,,The Wiz,False,,
1978,51,Music (Original Score),,,,,Jerry Goldsmith,,The Boys from Brazil,False,,
1978,51,Music (Original Score),,,,,Ennio Morricone,,Days of Heaven,False,,
1978,51,Music (Original Score),,,,,Dave Grusin,,Heaven Can Wait,False,,
1978,51,Music (Original Score),,,,,Giorgio Moroder,,Midnight Express,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=051-14&amp;qn=AAspeeches
1978,51,Music (Original Score),,,,,John Williams,,Superman,False,,
1978,51,Music (Original Song),,,,,Music and Lyrics by John Farrar,,Grease,False,,
1978,51,Music (Original Song),,,,,Music and Lyrics by Paul Jabara,,Thank God It's Friday,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=051-15&amp;qn=AAspeeches
1978,51,Music (Original Song),,,,,Music by Marvin Hamlisch; Lyrics by Alan Bergman and Marilyn Bergman,,"Same Time, Next Year",False,,
1978,51,Music (Original Song),,,,,Music by Charles Fox; Lyrics by Norman Gimbel,,Foul Play,False,,
1978,51,Music (Original Song),,,,,Music and Lyrics by Richard M. Sherman and Robert B. Sherman,,The Magic of Lassie,False,,
1978,51,Scientific Or Technical Award (Academy Award Of Merit),,,,To EASTMAN KODAK COMPANY for the research and development of a Duplicating Color film for Motion Pictures.,,,,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=051-100&amp;qn=AAspeeches
1978,51,Scientific Or Technical Award (Academy Award Of Merit),,,,"To STEFAN KUDELSKI of Nagra Magnetic Recorders, Incorporated, for the continuing research, design and development of the Nagra Production Sound Recorder for Motion Pictures.",,,,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=051-101&amp;qn=AAspeeches
1978,51,Scientific Or Technical Award (Academy Award Of Merit),,,,"To PANAVISION, INCORPORATED, and its engineering staff under the direction of ROBERT E. GOTTSCHALK, for the concept, design and continuous development of the Panaflex Motion Picture Camera System.",,,,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=051-102&amp;qn=AAspeeches
1978,51,Scientific Or Technical Award (Scientific And Engineering Award),,,,"To RAY M. DOLBY, IOAN R. ALLEN, DAVID P. ROBINSON, STEPHEN M. KATZ and PHILIP S. J. BOOLE of Dolby Laboratories, Incorporated, for the development and implementation of an improved Sound Recording and Reproducing System for Motion Picture Production and Exhibition.",,,,True,,
1978,51,Scientific Or Technical Award (Technical Achievement Award),,,,To KARL MACHER and GLENN M. BERGGREN of Isco Optische Werke for the development and introduction of the Cinelux-ULTRA Lens for 35mm Motion Picture Projection.,,,,True,,
1978,51,Scientific Or Technical Award (Technical Achievement Award),,,,"To DAVID J. DEGENKOLB, ARTHUR L. FORD and FRED J. SCOBEY of DeLuxe General, Incorporated, for the development of a Method to Recycle Motion Picture Laboratory Photographic Wash Waters by Ion Exchange.",,,,True,,
1978,51,Scientific Or Technical Award (Technical Achievement Award),,,,To KIICHI SEKIGUCHI of CINE-FI International for the development of the CINE-FI Auto Radio Sound System for Drive-In Theaters.,,,,True,,
1978,51,Scientific Or Technical Award (Technical Achievement Award),,,,"To LEONARD CHAPMAN of Leonard Equipment Company, for the design and manufacture of a small, mobile, motion picture camera platform known as the Chapman Hustler Dolly.",,,,True,,
1978,51,Scientific Or Technical Award (Technical Achievement Award),,,,"To JAMES L. FISHER of J.L. Fisher, Incorporated, for the design and manufacture of a small, mobile, motion picture camera platform known as the Fisher Model Ten Dolly.",,,,True,,
1978,51,Scientific Or Technical Award (Technical Achievement Award),,,,"To ROBERT STINDT of Production Grip Equipment Company, for the design and manufacture of a small, mobile, motion picture camera platform known as the Stindt Dolly.",,,,True,,
1978,51,Short Film (Animated),"Nico Crama, Producer",,,,,,Oh My Darling,False,,
1978,51,Short Film (Animated),"Will Vinton, Producer",,,,,,Rip Van Winkle,False,,
1978,51,Short Film (Animated),"Eunice Macaulay and John Weldon, Producers",,,,,,Special Delivery,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=051-17&amp;qn=AAspeeches
1978,51,Short Film (Live Action),"Jim Belcher and Fern Field, Producers",,,,,,A Different Approach,False,,
1978,51,Short Film (Live Action),"Andrew Sugerman, Producer",,,,,,Mandy's Grandmother,False,,
1978,51,Short Film (Live Action),"Seth Pinsker, Producer",,,,,,Strange Fruit,False,,
1978,51,Short Film (Live Action),"Taylor Hackford, Producer",,,,,,Teenage Father,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=051-18&amp;qn=AAspeeches
1978,51,Sound,"Tex Rudloff, Joel Fein, Curly Thirlwell, Willie Burton",,,,,,The Buddy Holly Story,False,,
1978,51,Sound,"John K. Wilkinson, Robert W. Glass, Jr., John T. Reitz, Barry Thomas",,,,,,Days of Heaven,False,,
1978,51,Sound,"Richard Portman, William McCaughey, Aaron Rochin, Darin Knight",,,,,,The Deer Hunter,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=051-19&amp;qn=AAspeeches
1978,51,Sound,"Robert Knudson, Robert J. Glass, Don MacDougall, Jack Solomon",,,,,,Hooper,False,,
1978,51,Sound,"Gordon K. McCallum, Graham Hartstone, Nicolas Le Messurier, Roy Charman",,,,,,Superman,False,,
1978,51,Special Achievement Award (Visual Effects),"Les Bowie, Colin Chilvers, Denys Coop, Roy Field, Derek Meddings, Zoran Perisic",,,,,,Superman,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=051-22&amp;qn=AAspeeches
1978,51,Writing (Screenplay Based On Material From Another Medium),Walter Newman,,,,,,Bloodbrothers,False,,
1978,51,Writing (Screenplay Based On Material From Another Medium),Neil Simon,,,,,,California Suite,False,,
1978,51,Writing (Screenplay Based On Material From Another Medium),"Elaine May, Warren Beatty",,,,,,Heaven Can Wait,False,,
1978,51,Writing (Screenplay Based On Material From Another Medium),Oliver Stone,,,,,,Midnight Express,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=051-20&amp;qn=AAspeeches
1978,51,Writing (Screenplay Based On Material From Another Medium),Bernard Slade,,,,,,"Same Time, Next Year",False,,
1978,51,Writing (Screenplay Written Directly For The Screen),Ingmar Bergman,,,,,,Autumn Sonata,False,,
1978,51,Writing (Screenplay Written Directly For The Screen),"Story by Nancy Dowd;  Screenplay by Waldo Salt, Robert C. Jones",,,,,,Coming Home,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=051-21&amp;qn=AAspeeches
1978,51,Writing (Screenplay Written Directly For The Screen),"Story by Michael Cimino, Deric Washburn, Louis Garfinkle, Quinn K. Redeker;  Screenplay by Deric Washburn",,,,,,The Deer Hunter,False,,
1978,51,Writing (Screenplay Written Directly For The Screen),Woody Allen,,,,,,Interiors,False,,
1978,51,Writing (Screenplay Written Directly For The Screen),Paul Mazursky,,,,,,An Unmarried Woman,False,,
1977,50,Actor In A Leading Role,Woody Allen,,Alvy Singer,,,,Annie Hall,False,,
1977,50,Actor In A Leading Role,Richard Burton,,Dr. Martin Dysart,,,,Equus,False,,
1977,50,Actor In A Leading Role,Richard Dreyfuss,,Elliot Garfield,,,,The Goodbye Girl,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=050-1&amp;qn=AAspeeches
1977,50,Actor In A Leading Role,Marcello Mastroianni,,Gabriele,,,,A Special Day,False,,
1977,50,Actor In A Leading Role,John Travolta,,Tony Manero,,,,Saturday Night Fever,False,,
1977,50,Actor In A Supporting Role,Mikhail Baryshnikov,,Yuri Kopeikine,,,,The Turning Point,False,,
1977,50,Actor In A Supporting Role,Peter Firth,,Alan Strang,,,,Equus,False,,
1977,50,Actor In A Supporting Role,Alec Guinness,,Ben 'Obi-Wan' Kenobi,,,,Star Wars,False,,
1977,50,Actor In A Supporting Role,Jason Robards,,Dashiell Hammett,,,,Julia,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=050-2&amp;qn=AAspeeches
1977,50,Actor In A Supporting Role,Maximilian Schell,,Johann,,,,Julia,False,,
1977,50,Actress In A Leading Role,Anne Bancroft,,Emma Jacklin,,,,The Turning Point,False,,
1977,50,Actress In A Leading Role,Jane Fonda,,Lillian Hellman,,,,Julia,False,,
1977,50,Actress In A Leading Role,Diane Keaton,,Annie Hall,,,,Annie Hall,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=050-3&amp;qn=AAspeeches
1977,50,Actress In A Leading Role,Shirley MacLaine,,Deedee Rodgers,,,,The Turning Point,False,,
1977,50,Actress In A Leading Role,Marsha Mason,,Paula McFadden,,,,The Goodbye Girl,False,,
1977,50,Actress In A Supporting Role,Leslie Browne,,Emilia Rodgers,,,,The Turning Point,False,,
1977,50,Actress In A Supporting Role,Quinn Cummings,,Lucy McFadden,,,,The Goodbye Girl,False,,
1977,50,Actress In A Supporting Role,Melinda Dillon,,Jillian Guiler,,,,Close Encounters of the Third Kind,False,,
1977,50,Actress In A Supporting Role,Vanessa Redgrave,,Julia,,,,Julia,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=050-4&amp;qn=AAspeeches
1977,50,Actress In A Supporting Role,Tuesday Weld,,Katherine Dunn,,,,Looking for Mr. Goodbar,False,,
1977,50,Art Direction,Art Direction:  George C. Webb;  Set Decoration:  Mickey S. Michaels,,,,,,Airport '77,False,,
1977,50,Art Direction,"Art Direction:  Joe Alves, Dan Lomino;  Set Decoration:  Phil Abramson",,,,,,Close Encounters of the Third Kind,False,,
1977,50,Art Direction,"Art Direction:  Ken Adam, Peter Lamont;  Set Decoration:  Hugh Scaife",,,,,,The Spy Who Loved Me,False,,
1977,50,Art Direction,"Art Direction:  John Barry, Norman Reynolds, Leslie Dilley;  Set Decoration:  Roger Christian",,,,,,Star Wars,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=050-5&amp;qn=AAspeeches
1977,50,Art Direction,Art Direction:  Albert Brenner;  Set Decoration:  Marvin March,,,,,,The Turning Point,False,,
1977,50,Best Picture,"Charles H. Joffe, Producer",,,,,,Annie Hall,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=050-16&amp;qn=AAspeeches
1977,50,Best Picture,"Ray Stark, Producer",,,,,,The Goodbye Girl,False,,
1977,50,Best Picture,"Richard Roth, Producer",,,,,,Julia,False,,
1977,50,Best Picture,"Gary Kurtz, Producer",,,,,,Star Wars,False,,
1977,50,Best Picture,"Herbert Ross and Arthur Laurents, Producers",,,,,,The Turning Point,False,,
1977,50,Cinematography,Vilmos Zsigmond,,,,,,Close Encounters of the Third Kind,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=050-6&amp;qn=AAspeeches
1977,50,Cinematography,Fred J. Koenekamp,,,,,,Islands in the Stream,False,,
1977,50,Cinematography,Douglas Slocombe,,,,,,Julia,False,,
1977,50,Cinematography,William A. Fraker,,,,,,Looking for Mr. Goodbar,False,,
1977,50,Cinematography,Robert Surtees,,,,,,The Turning Point,False,,
1977,50,Costume Design,"Edith Head, Burton Miller",,,,,,Airport '77,False,,
1977,50,Costume Design,Anthea Sylbert,,,,,,Julia,False,,
1977,50,Costume Design,Florence Klotz,,,,,,A Little Night Music,False,,
1977,50,Costume Design,Irene Sharaff,,,,,,The Other Side of Midnight,False,,
1977,50,Costume Design,John Mollo,,,,,,Star Wars,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=050-7&amp;qn=AAspeeches
1977,50,Directing,Woody Allen,,,,,,Annie Hall,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=050-8&amp;qn=AAspeeches
1977,50,Directing,Steven Spielberg,,,,,,Close Encounters of the Third Kind,False,,
1977,50,Directing,Fred Zinnemann,,,,,,Julia,False,,
1977,50,Directing,George Lucas,,,,,,Star Wars,False,,
1977,50,Directing,Herbert Ross,,,,,,The Turning Point,False,,
1977,50,Documentary (Feature),"Robert Dornhelm and Earle Mack, Producers",,,,,,The Children of Theatre Street,False,,
1977,50,Documentary (Feature),"Bill Brind, Torben Schioler and Tony Ianzelo, Producers",,,,,,High Grass Circus,False,,
1977,50,Documentary (Feature),"Harry Rasky, Producer",,,,,,Homage to Chagall--The Colours of Love,False,,
1977,50,Documentary (Feature),"James Klein, Julia Reichert and Miles Mogulescu, Producers",,,,,,Union Maids,False,,
1977,50,Documentary (Feature),"John Korty, Dan McCann and Warren L. Lockhart, Producers",,,,,,Who Are the DeBolts? And Where Did They Get Nineteen Kids?,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=050-9&amp;qn=AAspeeches
1977,50,Documentary (Short Subject),"Moctesuma Esparza, Producer",,,,,,"Agueda Martinez: Our People, Our Country",False,,
1977,50,Documentary (Short Subject),"Helen Whitney and DeWitt L. Sage, Jr., Producers",,,,,,First Edition,False,,
1977,50,Documentary (Short Subject),"John Joseph and Jan Stussy, Producers",,,,,,Gravity Is My Enemy,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=050-10&amp;qn=AAspeeches
1977,50,Documentary (Short Subject),"James R. Messenger and Paul N. Raimondi, Producers",,,,,,"Of Time, Tombs and Treasure",False,,
1977,50,Documentary (Short Subject),"Douglas Gordon, Producer",,,,,,The Shetland Experience,False,,
1977,50,Film Editing,Michael Kahn,,,,,,Close Encounters of the Third Kind,False,,
1977,50,Film Editing,Walter Murch,,,,,,Julia,False,,
1977,50,Film Editing,"Walter Hannemann, Angelo Ross",,,,,,Smokey and the Bandit,False,,
1977,50,Film Editing,"Paul Hirsch, Marcia Lucas, Richard Chew",,,,,,Star Wars,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=050-11&amp;qn=AAspeeches
1977,50,Film Editing,William Reynolds,,,,,,The Turning Point,False,,
1977,50,Foreign Language Film,Greece,,,,,,Iphigenia,False,,
1977,50,Foreign Language Film,France,,,,,,Madame Rosa,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=050-12&amp;qn=AAspeeches
1977,50,Foreign Language Film,Israel,,,,,,Operation Thunderbolt,False,,
1977,50,Foreign Language Film,Italy,,,,,,A Special Day,False,,
1977,50,Foreign Language Film,Spain,,,,,,That Obscure Object of Desire,False,,
1977,50,Honorary Award,,,,To Margaret Booth for her exceptional contribution to the art of film editing in the motion picture industry.,,,,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=050-26&amp;qn=AAspeeches
1977,50,Irving G. Thalberg Memorial Award,Walter Mirisch,,,,,,,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=050-27&amp;qn=AAspeeches
1977,50,Jean Hersholt Humanitarian Award,Charlton Heston,,,,,,,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=050-25&amp;qn=AAspeeches
