year,edition,award,nomination_actor,nomination_country,nomination_character_name,nomination_citation,nomination_producers,nomination_description,film_title,is_winner,acceptance_speech_text,acceptance_speech_url
2009,82,Scientific And Technical Award (Scientific And Engineering Award),,,,"To FUJIFILM CORPORATION, RYOJI NISHIMURA, MASAAKI MIKI and YOUICHI HOSOYA for the design and development of Fujicolor ETERNA-RDI digital intermediate film, which was designed exclusively to reproduce motion picture digital masters.",,"The Fujicolor ETERNA-RDI Type 8511/4511 digital intermediate film has thinner emulsion layers with extremely efficient couplers made possible by Super-Nano Cubic Grain Technology. This invention allows improved color sensitivity with the ability to absorb scattered light, providing extremely sharp images. The ETERNA-RDI emulsion technology also achieves less color cross-talk for exacting reproduction. Its expanded latitude and linearity provides superior highlights and shadows in a film stock with exceptional latent image stability.",,True,,
2009,82,Scientific And Technical Award (Scientific And Engineering Award),,,,"To PAUL DEBEVEC, TIM HAWKINS, JOHN MONOS and DR. MARK SAGAR for the design and engineering of the Light Stage capture devices and the image-based facial rendering system developed for character relighting in motion pictures.",,"The combination of these systems, with their ability to capture high fidelity reflectance data of human subjects, allows for the creation of photorealistic digital faces as they would appear in any lighting condition.",,True,,
2009,82,Scientific And Technical Award (Technical Achievement Award),,,,To MARK WOLFORTH and TONY SEDIVY for their contributions to the development of the Truelight real-time 3D look-up table hardware system.,,"Through the use of color management software and hardware, this complete system enables accurate color presentation in the digital intermediate preview process. The Truelight system is widely utilized in digital intermediate production environments around the world.",,True,,
2009,82,Scientific And Technical Award (Technical Achievement Award),,,,"To DR. KLAUS ANDERLE, CHRISTIAN BAEKER and FRANK BILLASCH for their contributions to the LUTher 3D look-up table hardware device and color management software.",,The LUTher system was one of the first color look-up table processors to be widely adopted by the pioneering digital intermediate facilities in the industry. This innovation enabled accurate color presentation by facilities that had analyzed projected film output and built 3D look-up tables in order to emulate print film.,,True,,
2009,82,Scientific And Technical Award (Technical Achievement Award),,,,"To STEVE SULLIVAN, KEVIN WOOLEY, BRETT ALLEN and COLIN DAVIDSON for the development of the Imocap on-set performance capture system.",,"Developed at Industrial Light & Magic and consisting of custom hardware and software, Imocap is an innovative system that successfully addresses the need for on-set, low-impact performance capture.",,True,,
2009,82,Scientific And Technical Award (Technical Achievement Award),,,,"To HAYDEN LANDIS, KEN McGAUGH and HILMAR KOCH for advancing the technique of ambient occlusion rendering.",,Ambient occlusion has enabled a new level of realism in synthesized imagery and has become a standard tool for computer graphics lighting in motion pictures.,,True,,
2009,82,Scientific And Technical Award (Technical Achievement Award),,,,"To BJÖRN HEDÉN for the design and mechanical engineering of the silent, two-stage planetary friction drive Hedén Lens Motors.",,"Solving a series of problems with one integrated mechanism, this device had an immediate and significant impact on the motion picture industry.",,True,,
2009,82,Short Film (Animated),Fabrice O. Joubert,,,,,,French Roast,False,,
2009,82,Short Film (Animated),Nicky Phelan and Darragh O'Connell,,,,,,Granny O'Grimm's Sleeping Beauty,False,,
2009,82,Short Film (Animated),Javier Recio Gracia,,,,,,The Lady and the Reaper (La Dama y la Muerte),False,,
2009,82,Short Film (Animated),Nicolas Schmerkin,,,,,,Logorama,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=082-18&amp;qn=AAspeeches
2009,82,Short Film (Animated),Nick Park,,,,,,A Matter of Loaf and Death,False,,
2009,82,Short Film (Live Action),Juanita Wilson and James Flynn,,,,,,The Door,False,,
2009,82,Short Film (Live Action),Patrik Eklund and Mathias Fjellström,,,,,,Instead of Abracadabra,False,,
2009,82,Short Film (Live Action),Gregg Helvey,,,,,,Kavi,False,,
2009,82,Short Film (Live Action),Luke Doolan and Drew Bailey,,,,,,Miracle Fish,False,,
2009,82,Short Film (Live Action),Joachim Back and Tivi Magnusson,,,,,,The New Tenants,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=082-19&amp;qn=AAspeeches
2009,82,Sound Editing,Christopher Boyes and Gwendolyn Yates Whittle,,,,,,Avatar,False,,
2009,82,Sound Editing,Paul N.J. Ottosson,,,,,,The Hurt Locker,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=082-20&amp;qn=AAspeeches
2009,82,Sound Editing,Wylie Stateman,,,,,,Inglourious Basterds,False,,
2009,82,Sound Editing,Mark Stoeckinger and Alan Rankin,,,,,,Star Trek,False,,
2009,82,Sound Editing,Michael Silvers and Tom Myers,,,,,,Up,False,,
2009,82,Sound Mixing,"Christopher Boyes, Gary Summers, Andy Nelson and Tony Johnson",,,,,,Avatar,False,,
2009,82,Sound Mixing,Paul N.J. Ottosson and Ray Beckett,,,,,,The Hurt Locker,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=082-21&amp;qn=AAspeeches
2009,82,Sound Mixing,"Michael Minkler, Tony Lamberti and Mark Ulano",,,,,,Inglourious Basterds,False,,
2009,82,Sound Mixing,"Anna Behlmer, Andy Nelson and Peter J. Devlin",,,,,,Star Trek,False,,
2009,82,Sound Mixing,"Greg P. Russell, Gary Summers and Geoffrey Patterson",,,,,,Transformers: Revenge of the Fallen,False,,
2009,82,Visual Effects,"Joe Letteri, Stephen Rosenbaum, Richard Baneham and Andrew R. Jones",,,,,,Avatar,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=082-22&amp;qn=AAspeeches
2009,82,Visual Effects,"Dan Kaufman, Peter Muyzers, Robert Habros and Matt Aitken",,,,,,District 9,False,,
2009,82,Visual Effects,"Roger Guyett, Russell Earl, Paul Kavanagh and Burt Dalton",,,,,,Star Trek,False,,
2009,82,Writing (Adapted Screenplay),Written by Neill Blomkamp and Terri Tatchell,,,,,,District 9,False,,
2009,82,Writing (Adapted Screenplay),Screenplay by Nick Hornby,,,,,,An Education,False,,
2009,82,Writing (Adapted Screenplay),"Screenplay by Jesse Armstrong, Simon Blackwell, Armando Iannucci, Tony Roche",,,,,,In the Loop,False,,
2009,82,Writing (Adapted Screenplay),Screenplay by Geoffrey Fletcher,,,,,,Precious: Based on the Novel 'Push' by Sapphire,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=082-23&amp;qn=AAspeeches
2009,82,Writing (Adapted Screenplay),Screenplay by Jason Reitman and Sheldon Turner,,,,,,Up in the Air,False,,
2009,82,Writing (Original Screenplay),Written by Mark Boal,,,,,,The Hurt Locker,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=082-24&amp;qn=AAspeeches
2009,82,Writing (Original Screenplay),Written by Quentin Tarantino,,,,,,Inglourious Basterds,False,,
2009,82,Writing (Original Screenplay),Written by Alessandro Camon & Oren Moverman,,,,,,The Messenger,False,,
2009,82,Writing (Original Screenplay),Written by Joel Coen & Ethan Coen,,,,,,A Serious Man,False,,
2009,82,Writing (Original Screenplay),"Screenplay by Bob Peterson, Pete Docter; Story by Pete Docter, Bob Peterson, Tom McCarthy",,,,,,Up,False,,
2008,81,Actor In A Leading Role,Richard Jenkins,,Walter,,,,The Visitor,False,,
2008,81,Actor In A Leading Role,Frank Langella,,Richard Nixon,,,,Frost/Nixon,False,,
2008,81,Actor In A Leading Role,Sean Penn,,Harvey Milk,,,,Milk,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=081-1&amp;qn=AAspeeches
2008,81,Actor In A Leading Role,Brad Pitt,,Benjamin Button,,,,The Curious Case of Benjamin Button,False,,
2008,81,Actor In A Leading Role,Mickey Rourke,,Randy,,,,The Wrestler,False,,
2008,81,Actor In A Supporting Role,Josh Brolin,,Dan White,,,,Milk,False,,
2008,81,Actor In A Supporting Role,Robert Downey Jr.,,Kirk Lazarus,,,,Tropic Thunder,False,,
2008,81,Actor In A Supporting Role,Philip Seymour Hoffman,,Father Brendan Flynn,,,,Doubt,False,,
2008,81,Actor In A Supporting Role,Heath Ledger,,Joker,,,,The Dark Knight,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=081-2&amp;qn=AAspeeches
2008,81,Actor In A Supporting Role,Michael Shannon,,John Givings,,,,Revolutionary Road,False,,
2008,81,Actress In A Leading Role,Anne Hathaway,,Kym,,,,Rachel Getting Married,False,,
2008,81,Actress In A Leading Role,Angelina Jolie,,Christine Collins,,,,Changeling,False,,
2008,81,Actress In A Leading Role,Melissa Leo,,Ray Eddy,,,,Frozen River,False,,
2008,81,Actress In A Leading Role,Meryl Streep,,Sister Aloysius Beauvier,,,,Doubt,False,,
2008,81,Actress In A Leading Role,Kate Winslet,,Hanna Schmitz,,,,The Reader,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=081-3&amp;qn=AAspeeches
2008,81,Actress In A Supporting Role,Amy Adams,,Sister James,,,,Doubt,False,,
2008,81,Actress In A Supporting Role,Penélope Cruz,,Maria Elena,,,,Vicky Cristina Barcelona,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=081-4&amp;qn=AAspeeches
2008,81,Actress In A Supporting Role,Viola Davis,,Mrs. Miller,,,,Doubt,False,,
2008,81,Actress In A Supporting Role,Taraji P. Henson,,Queenie,,,,The Curious Case of Benjamin Button,False,,
2008,81,Actress In A Supporting Role,Marisa Tomei,,Cassidy,,,,The Wrestler,False,,
2008,81,Animated Feature Film,Chris Williams and Byron Howard,,,,,,Bolt,False,,
2008,81,Animated Feature Film,John Stevenson and Mark Osborne,,,,,,Kung Fu Panda,False,,
2008,81,Animated Feature Film,Andrew Stanton,,,,,,WALL-E,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=081-5&amp;qn=AAspeeches
2008,81,Art Direction,Art Direction: James J. Murakami; Set Decoration: Gary Fettis,,,,,,Changeling,False,,
2008,81,Art Direction,Art Direction: Donald Graham Burt; Set Decoration: Victor J. Zolfo,,,,,,The Curious Case of Benjamin Button,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=081-6&amp;qn=AAspeeches
2008,81,Art Direction,Art Direction: Nathan Crowley; Set Decoration: Peter Lando,,,,,,The Dark Knight,False,,
2008,81,Art Direction,Art Direction: Michael Carlin; Set Decoration: Rebecca Alleway,,,,,,The Duchess,False,,
2008,81,Art Direction,Art Direction: Kristi Zea; Set Decoration: Debra Schutt,,,,,,Revolutionary Road,False,,
2008,81,Best Picture,"Kathleen Kennedy, Frank Marshall and Ceán Chaffin, Producers",,,,,,The Curious Case of Benjamin Button,False,,
2008,81,Best Picture,"Brian Grazer, Ron Howard and Eric Fellner, Producers",,,,,,Frost/Nixon,False,,
2008,81,Best Picture,"Dan Jinks and Bruce Cohen, Producers",,,,,,Milk,False,,
2008,81,Best Picture,"Anthony Minghella, Sydney Pollack, Donna Gigliotti and Redmond Morris, Producers",,,,,,The Reader,False,,
2008,81,Best Picture,"Christian Colson, Producer",,,,,,Slumdog Millionaire,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=081-17&amp;qn=AAspeeches
2008,81,Cinematography,Tom Stern,,,,,,Changeling,False,,
2008,81,Cinematography,Claudio Miranda,,,,,,The Curious Case of Benjamin Button,False,,
2008,81,Cinematography,Wally Pfister,,,,,,The Dark Knight,False,,
2008,81,Cinematography,Chris Menges and Roger Deakins,,,,,,The Reader,False,,
2008,81,Cinematography,Anthony Dod Mantle,,,,,,Slumdog Millionaire,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=081-7&amp;qn=AAspeeches
2008,81,Costume Design,Catherine Martin,,,,,,Australia,False,,
2008,81,Costume Design,Jacqueline West,,,,,,The Curious Case of Benjamin Button,False,,
2008,81,Costume Design,Michael O'Connor,,,,,,The Duchess,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=081-8&amp;qn=AAspeeches
2008,81,Costume Design,Danny Glicker,,,,,,Milk,False,,
2008,81,Costume Design,Albert Wolsky,,,,,,Revolutionary Road,False,,
2008,81,Directing,David Fincher,,,,,,The Curious Case of Benjamin Button,False,,
2008,81,Directing,Ron Howard,,,,,,Frost/Nixon,False,,
2008,81,Directing,Gus Van Sant,,,,,,Milk,False,,
2008,81,Directing,Stephen Daldry,,,,,,The Reader,False,,
2008,81,Directing,Danny Boyle,,,,,,Slumdog Millionaire,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=081-9&amp;qn=AAspeeches
2008,81,Documentary (Feature),Ellen Kuras and Thavisouk Phrasavath,,,,,,The Betrayal (Nerakhoon),False,,
2008,81,Documentary (Feature),Werner Herzog and Henry Kaiser,,,,,,Encounters at the End of the World,False,,
2008,81,Documentary (Feature),Scott Hamilton Kennedy,,,,,,The Garden,False,,
2008,81,Documentary (Feature),James Marsh and Simon Chinn,,,,,,Man on Wire,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=081-10&amp;qn=AAspeeches
2008,81,Documentary (Feature),Tia Lessin and Carl Deal,,,,,,Trouble the Water,False,,
2008,81,Documentary (Short Subject),Steven Okazaki,,,,,,The Conscience of Nhem En,False,,
2008,81,Documentary (Short Subject),Irene Taylor Brodsky and Tom Grant,,,,,,The Final Inch,False,,
2008,81,Documentary (Short Subject),Megan Mylan,,,,,,Smile Pinki,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=081-11&amp;qn=AAspeeches
2008,81,Documentary (Short Subject),Adam Pertofsky and Margaret Hyde,,,,,,The Witness - From the Balcony of Room 306,False,,
2008,81,Film Editing,Kirk Baxter and Angus Wall,,,,,,The Curious Case of Benjamin Button,False,,
2008,81,Film Editing,Lee Smith,,,,,,The Dark Knight,False,,
2008,81,Film Editing,Mike Hill and Dan Hanley,,,,,,Frost/Nixon,False,,
2008,81,Film Editing,Elliot Graham,,,,,,Milk,False,,
2008,81,Film Editing,Chris Dickens,,,,,,Slumdog Millionaire,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=081-12&amp;qn=AAspeeches
2008,81,Foreign Language Film,Germany,,,,,,The Baader Meinhof Complex,False,,
2008,81,Foreign Language Film,France,,,,,,The Class,False,,
2008,81,Foreign Language Film,Japan,,,,,,Departures,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=081-13&amp;qn=AAspeeches
2008,81,Foreign Language Film,Austria,,,,,,Revanche,False,,
2008,81,Foreign Language Film,Israel,,,,,,Waltz with Bashir,False,,
2008,81,Gordon E. Sawyer Award,,,,Ed Catmull,,,,True,,
2008,81,Jean Hersholt Humanitarian Award,Jerry Lewis,,,,,,,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=081-25&amp;qn=AAspeeches
2008,81,John A. Bonner Medal Of Commendation,,,,To Mark Kimball in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences.,,,,True,,
2008,81,Makeup,Greg Cannom,,,,,,The Curious Case of Benjamin Button,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=081-14&amp;qn=AAspeeches
2008,81,Makeup,"John Caglione, Jr. and Conor O'Sullivan",,,,,,The Dark Knight,False,,
2008,81,Makeup,Mike Elizalde and Thom Floutz,,,,,,Hellboy II: The Golden Army,False,,
2008,81,Music (Original Score),,,,,Alexandre Desplat,,The Curious Case of Benjamin Button,False,,
2008,81,Music (Original Score),,,,,James Newton Howard,,Defiance,False,,
2008,81,Music (Original Score),,,,,Danny Elfman,,Milk,False,,
2008,81,Music (Original Score),,,,,A.R. Rahman,,Slumdog Millionaire,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=081-15&amp;qn=AAspeeches
2008,81,Music (Original Score),,,,,Thomas Newman,,WALL-E,False,,
2008,81,Music (Original Song),,,,,Music by Peter Gabriel and Thomas Newman; Lyric by Peter Gabriel,,WALL-E,False,,
2008,81,Music (Original Song),,,,,Music by A.R. Rahman; Lyric by Gulzar,,Slumdog Millionaire,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=081-16&amp;qn=AAspeeches
2008,81,Music (Original Song),,,,,Music and Lyric by A.R. Rahman and Maya Arulpragasam,,Slumdog Millionaire,False,,
2008,81,Scientific And Technical Award (Scientific And Engineering Award),,,,"To ERWIN MELZNER for the overall concept including the optical and cooling systems, VOLKER SCHUMACHER for the optical design, and TIMO MÜLLER for the mechanical design, of the Arrimax 18/12 lighting fixture for use in motion picture production.",,"With its choice of vari-focus and specular reflectors, the superior optical and mechanical design of this lighting fixture allows it to operate at 18,000 watts, producing unsurpassed light quality while its innovative cooling system keeps the housing safe to touch.",,True,,
2008,81,Scientific And Technical Award (Scientific And Engineering Award),,,,"To JACQUES DELACOUX for the concept and electronic design, and ALEXANDRE LEUCHTER for the software and electronic design, of the Transvideo video-assist monitors for the motion picture industry.",,"Using color LCD screens, the Transvideo monitors provide flicker-free video assist bright enough for use in sunlight and have become a ubiquitous tool in both spherical and anamorphic cinematography.",,True,,
2008,81,Scientific And Technical Award (Scientific And Engineering Award),,,,"To BRUNO COUMERT and JACQUES DEBIZE for the optical design, and DOMINIQUE CHERVIN and CHRISTOPHE REBOULET for the mechanical design, of the compact and lightweight Angenieux 15-40 and 28-76 zoom lenses for handheld motion picture photography.",,"With focus and zoom functions that can be easily controlled by either the operator or focus puller while filming handheld, these lightweight zoom lenses demonstrate a very high degree of  engineering, supporting both ease of use and quick interchange.",,True,,
